"participants","sic_primary","date_announced","date_terminated","business_description","participant_nation","alliance_deal_name","alliance_sic_code","alliance_nation","status","type","ownership_structure","deal_number","participant_country","continent"
"Solitan Systems KK","7372","2000-02-01","","Develop software","Japan","SOLITAN SYTEMS KK/PROGRESS INTERACTIVE/SYSTEM CONSULTANT/HEWLETT-PACKARD~JAPAN LTD/DAY WORKS/TOKYU CORP/NRI DATA SERVICE -SA","7373","Japan","Completed/Signed","Strategic Alliance",NA,976142045,"Japan","Asia"
"Progress Interactive","7371","2000-02-01","","Dev, whl software","Japan","SOLITAN SYTEMS KK/PROGRESS INTERACTIVE/SYSTEM CONSULTANT/HEWLETT-PACKARD~JAPAN LTD/DAY WORKS/TOKYU CORP/NRI DATA SERVICE -SA","7373","Japan","Completed/Signed","Strategic Alliance",NA,976142045,"Japan","Asia"
"System Consultant","7371","2000-02-01","","Dev,whl softwares","Japan","SOLITAN SYTEMS KK/PROGRESS INTERACTIVE/SYSTEM CONSULTANT/HEWLETT-PACKARD~JAPAN LTD/DAY WORKS/TOKYU CORP/NRI DATA SERVICE -SA","7373","Japan","Completed/Signed","Strategic Alliance",NA,976142045,"Japan","Asia"
"Hewlett-Packard Japan Ltd","3571","2000-02-01","","Electronic Computer Manufacturing","Japan","SOLITAN SYTEMS KK/PROGRESS INTERACTIVE/SYSTEM CONSULTANT/HEWLETT-PACKARD~JAPAN LTD/DAY WORKS/TOKYU CORP/NRI DATA SERVICE -SA","7373","Japan","Completed/Signed","Strategic Alliance",NA,976142045,"Japan","Asia"
"D-worx Inc","7372","2000-02-01","","Dvlp software","Japan","SOLITAN SYTEMS KK/PROGRESS INTERACTIVE/SYSTEM CONSULTANT/HEWLETT-PACKARD~JAPAN LTD/DAY WORKS/TOKYU CORP/NRI DATA SERVICE -SA","7373","Japan","Completed/Signed","Strategic Alliance",NA,976142045,"Japan","Asia"
"Tokyu Corp","4111","2000-02-01","","Pvd railway svcs","Japan","SOLITAN SYTEMS KK/PROGRESS INTERACTIVE/SYSTEM CONSULTANT/HEWLETT-PACKARD~JAPAN LTD/DAY WORKS/TOKYU CORP/NRI DATA SERVICE -SA","7373","Japan","Completed/Signed","Strategic Alliance",NA,976142045,"Japan","Asia"
"NRI Data Services","7373","2000-02-01","","Develop network computing sys","Japan","SOLITAN SYTEMS KK/PROGRESS INTERACTIVE/SYSTEM CONSULTANT/HEWLETT-PACKARD~JAPAN LTD/DAY WORKS/TOKYU CORP/NRI DATA SERVICE -SA","7373","Japan","Completed/Signed","Strategic Alliance",NA,976142045,"Japan","Asia"
"Electronic Data Sistems Corp","3571","2000-02-07","","Mnfr elec computers","Japan","ELECTRONIC DATA SISTEMS CORP/TRANSPOINT CORP  -STRATEGIC ALLIANCE","7375","Supranational","Completed/Signed","Strategic Alliance",NA,974509045,"Japan","Asia"
"TransPoint Corp","7375","2000-02-07","","Internet Service Provider{ISP}","United States","ELECTRONIC DATA SISTEMS CORP/TRANSPOINT CORP  -STRATEGIC ALLIANCE","7375","Supranational","Completed/Signed","Strategic Alliance",NA,974509045,"United States","Americas"
"Legend Holdings Ltd","3571","2000-03-02","","Mnfr,whl computer prod","Hong Kong","LEGEND HOLDINGS/PACIFIC CENTURY CYBERWORKS LTD -STRATEGIC ALLIANCE","7375","China","Completed/Signed","Strategic Alliance",NA,982382045,"Hong Kong","Asia"
"Pacific Century CyberWorks Ltd","7375","2000-03-02","","Internet Service Provider{ISP}","Hong Kong","LEGEND HOLDINGS/PACIFIC CENTURY CYBERWORKS LTD -STRATEGIC ALLIANCE","7375","China","Completed/Signed","Strategic Alliance",NA,982382045,"Hong Kong","Asia"
"Twinhead International Corp","3571","2000-03-29","","Mnfr,whl computers","Taiwan","TWINHEAD INTERNATIONAL CORP/EBAY INC-STRATEGIC ALLIANCE","7389","Supranational","Completed/Signed","Strategic Alliance",NA,2634115045,"Taiwan","Asia"
"eBay Inc","7389","2000-03-29","","Provides e-commerce retail services","United States","TWINHEAD INTERNATIONAL CORP/EBAY INC-STRATEGIC ALLIANCE","7389","Supranational","Completed/Signed","Strategic Alliance",NA,2634115045,"United States","Americas"
"China Hewlett-Packard Co Ltd","3571","2000-04-05","","Mnfr computers,testing equip","China","HEWLETT-PACKARD CHINA /XI'AN XIETONG SOFTWARE CO  -STRATEGIC ALLIANCE","7375","China","Completed/Signed","Strategic Alliance",NA,994991045,"China","Asia"
"Xi'an Xietong Software Co","7372","2000-04-05","","Dvlp software","China","HEWLETT-PACKARD CHINA /XI'AN XIETONG SOFTWARE CO  -STRATEGIC ALLIANCE","7375","China","Completed/Signed","Strategic Alliance",NA,994991045,"China","Asia"
"Alcatel SA","3669","2000-04-05","","Mnfr,whl telecom equip","France","ALCATEL SA/MITAC INTERNATIONAL CORP -STRATEGIC ALLIANCE","7371","Taiwan","Completed/Signed","Strategic Alliance",NA,994532045,"France","Europe"
"MiTAC International Corp","3571","2000-04-05","","Mnfr,whl computer,peripherals","Taiwan","ALCATEL SA/MITAC INTERNATIONAL CORP -STRATEGIC ALLIANCE","7371","Taiwan","Completed/Signed","Strategic Alliance",NA,994532045,"Taiwan","Asia"
"Legend Computer Group","3571","2000-04-27","","Mnfr,whl  computers","China","PETROCHINA/LEGEND COMPUTER GROUP -STRATEGIC ALLIANCE","5734","China","Completed/Signed","Strategic Alliance",NA,1001056045,"China","Asia"
"PetroChina Co Ltd","1311","2000-04-27","","Oil,gas expl,prodn","China","PETROCHINA/LEGEND COMPUTER GROUP -STRATEGIC ALLIANCE","5734","China","Completed/Signed","Strategic Alliance",NA,1001056045,"China","Asia"
"ITC Infotech Ltd(ITC Ltd)","7375","2000-05-22","","Pvd Internet search engine svc","United Kingdom","ITS INFOTECH LTD/COMPAQ COMPUTER (INDIA) PVT-STRATEGIC ALLIANCE","7372","India","Completed/Signed","Strategic Alliance",NA,1008145045,"United Kingdom","Europe"
"Compaq Computer (India) Pvt","3571","2000-05-22","","Mnfg computers and","India","ITS INFOTECH LTD/COMPAQ COMPUTER (INDIA) PVT-STRATEGIC ALLIANCE","7372","India","Completed/Signed","Strategic Alliance",NA,1008145045,"India","Asia"
"MGI Software Corp","7372","2000-06-07","","Develop computer software","Canada","MGI SOFTWARE CORP/GIGABYTE TECHNOLOGY CORP  -STRATEGIC ALLIANCE","6794","Canada","Completed/Signed","Strategic Alliance",NA,1013433045,"Canada","Americas"
"Gigabyte Technology Co Ltd","3571","2000-06-07","","Mnfr computer chip motherboard","Taiwan","MGI SOFTWARE CORP/GIGABYTE TECHNOLOGY CORP  -STRATEGIC ALLIANCE","6794","Canada","Completed/Signed","Strategic Alliance",NA,1013433045,"Taiwan","Asia"
"Qualcomm Inc","3674","2000-06-08","","Manufactures and wholesales semiconductors and related devices","United States","QUALCOMM INC /LANGCHAO GROUP -STRATEGIC ALLIANCE","8731","China","Completed/Signed","Strategic Alliance",NA,1013621045,"United States","Americas"
"Inspur Electn Info Ind Co Ltd","3571","2000-06-08","","Mnfr electn computers","China","QUALCOMM INC /LANGCHAO GROUP -STRATEGIC ALLIANCE","8731","China","Completed/Signed","Strategic Alliance",NA,1013621045,"China","Asia"
"Kenwood Corp","3651","2000-06-21","","Mnfr audio,video equipment","Japan","KENWOOD CORP/SOTEC  -STRATEGIC ALLIANCE","3651","Japan","Completed/Signed","Strategic Alliance",NA,1018001045,"Japan","Asia"
"Sotec Co Ltd","3571","2000-06-21","","Mnfr computer","Japan","KENWOOD CORP/SOTEC  -STRATEGIC ALLIANCE","3651","Japan","Completed/Signed","Strategic Alliance",NA,1018001045,"Japan","Asia"
"Oisix Inc","5431","2000-06-22","","Ret organic food","Japan","OISIX CO/NISSHO IWAI CORP/HEWLETT-PACKARD JAPAN LTD -STRATEGIC ALLIANCE","7375","Japan","Completed/Signed","Strategic Alliance",NA,1019211045,"Japan","Asia"
"Nissho Iwai Corp","5099","2000-06-22","","Domestic,intl whl trading co","Japan","OISIX CO/NISSHO IWAI CORP/HEWLETT-PACKARD JAPAN LTD -STRATEGIC ALLIANCE","7375","Japan","Completed/Signed","Strategic Alliance",NA,1019211045,"Japan","Asia"
"Hewlett-Packard Japan Ltd","3571","2000-06-22","","Electronic Computer Manufacturing","Japan","OISIX CO/NISSHO IWAI CORP/HEWLETT-PACKARD JAPAN LTD -STRATEGIC ALLIANCE","7375","Japan","Completed/Signed","Strategic Alliance",NA,1019211045,"Japan","Asia"
"Oki Electric Industry Co Ltd","3571","2000-06-26","","Mnf,whl info,telecommun sys","Japan","OKI ELECTRIC INDUSTRY CO LTD/CASIO COMPUTER CO -STRATEGIC ALLIANCE","3674","Japan","Completed/Signed","Strategic Alliance",NA,1019787045,"Japan","Asia"
"Casio Computer Co Ltd","3679","2000-06-26","","Mnfr,whl consumer electn prods","Japan","OKI ELECTRIC INDUSTRY CO LTD/CASIO COMPUTER CO -STRATEGIC ALLIANCE","3674","Japan","Completed/Signed","Strategic Alliance",NA,1019787045,"Japan","Asia"
"NTT ME Corp","7622","2000-07-05","","Communication Equipment Maintenance","Japan","NTT ME CORP/OKI ELECTRIC INDUSTRY CO LTD -STRATEGIC ALLIANCE","4812","Japan","Completed/Signed","Strategic Alliance",NA,1022366045,"Japan","Asia"
"Oki Electric Industry Co Ltd","3571","2000-07-05","","Mnf,whl info,telecommun sys","Japan","NTT ME CORP/OKI ELECTRIC INDUSTRY CO LTD -STRATEGIC ALLIANCE","4812","Japan","Completed/Signed","Strategic Alliance",NA,1022366045,"Japan","Asia"
"Sejoo CNC","7375","2000-08-01","","Pvd Internet phone svcs","South Korea","SEJOO CNC/LEGEND TELECOM CO-STRATEGIC ALLIANCE","4812","China","Completed/Signed","Strategic Alliance",NA,1032037045,"South Korea","Asia"
"Legend Telecom Co","3571","2000-08-01","","Mnfr computers","China","SEJOO CNC/LEGEND TELECOM CO-STRATEGIC ALLIANCE","4812","China","Completed/Signed","Strategic Alliance",NA,1032037045,"China","Asia"
"Data Stations","7375","2000-08-16","","Application Service Provider","Japan","DATA STATIONS/TOSHIBA ENGINEERING/SUN MICROSYSTEMS KK -STRATEGIC ALLIANCE","7373","Japan","Completed/Signed","Strategic Alliance",NA,1037478045,"Japan","Asia"
"Toshiba Engineering","8711","2000-08-16","","Engineering svc; build sewers","Japan","DATA STATIONS/TOSHIBA ENGINEERING/SUN MICROSYSTEMS KK -STRATEGIC ALLIANCE","7373","Japan","Completed/Signed","Strategic Alliance",NA,1037478045,"Japan","Asia"
"Sun Microsys KK(Sun Microsys)","3571","2000-08-16","","Mnfr computer work stations","Japan","DATA STATIONS/TOSHIBA ENGINEERING/SUN MICROSYSTEMS KK -STRATEGIC ALLIANCE","7373","Japan","Completed/Signed","Strategic Alliance",NA,1037478045,"Japan","Asia"
"Nippon Steel Corp","3312","2000-10-03","","Manufacture,whl steel products","Japan","NIPPON STEEL CORP/JAPAN TELECOM/HEWLETT-PACKARD JAPAN LTD -STRATEGIC~ALLIANCE","7375","Japan","Completed/Signed","Strategic Alliance",NA,1052227045,"Japan","Asia"
"Japan Telecom Co Ltd","4812","2000-10-03","","Pvd telecommunications svcs","Japan","NIPPON STEEL CORP/JAPAN TELECOM/HEWLETT-PACKARD JAPAN LTD -STRATEGIC~ALLIANCE","7375","Japan","Completed/Signed","Strategic Alliance",NA,1052227045,"Japan","Asia"
"Hewlett-Packard Japan Ltd","3571","2000-10-03","","Electronic Computer Manufacturing","Japan","NIPPON STEEL CORP/JAPAN TELECOM/HEWLETT-PACKARD JAPAN LTD -STRATEGIC~ALLIANCE","7375","Japan","Completed/Signed","Strategic Alliance",NA,1052227045,"Japan","Asia"
"NRI Data Services","7373","2000-10-03","","Develop network computing sys","Japan","NRI DATA SERVICES /DELL COMPUTER JAPAN /LINK MANAGE INC -STRATEGIC~ALLIANCE","7375","Japan","Completed/Signed","Strategic Alliance",NA,1052237045,"Japan","Asia"
"Dell Computer KK","3571","2000-10-03","","Mnfr, whl personal computers","Japan","NRI DATA SERVICES /DELL COMPUTER JAPAN /LINK MANAGE INC -STRATEGIC~ALLIANCE","7375","Japan","Completed/Signed","Strategic Alliance",NA,1052237045,"Japan","Asia"
"Linkmanage Inc","7375","2000-10-03","","Pvd ec,web related svcs","Japan","NRI DATA SERVICES /DELL COMPUTER JAPAN /LINK MANAGE INC -STRATEGIC~ALLIANCE","7375","Japan","Completed/Signed","Strategic Alliance",NA,1052237045,"Japan","Asia"
"CricketNext.com","3571","2000-10-23","","Multi-media co","India","CRICKETNEXT.COM/TRAVELJINI.COM PVT LTD-STRATEGIC ALLIANCE","4724","India","Completed/Signed","Strategic Alliance",NA,1058650045,"India","Asia"
"Traveljini.com Pvt Ltd","7375","2000-10-23","","Pvd on-line travel info svc","India","CRICKETNEXT.COM/TRAVELJINI.COM PVT LTD-STRATEGIC ALLIANCE","4724","India","Completed/Signed","Strategic Alliance",NA,1058650045,"India","Asia"
"Tom.com International Ltd","7375","2000-11-10","","Pvd info retrieval svcs","Hong Kong","TOM.COM INTERNATIONAL/GREAT WALL TECHNOLOGY CO LTD-SA","7375","China","Completed/Signed","Strategic Alliance",NA,1064549045,"Hong Kong","Asia"
"Great Wall Technology Co Ltd","3571","2000-11-10","","Mnfr,whl computer prod","China","TOM.COM INTERNATIONAL/GREAT WALL TECHNOLOGY CO LTD-SA","7375","China","Completed/Signed","Strategic Alliance",NA,1064549045,"China","Asia"
"China Hewlett-Packard Co Ltd","3571","2000-11-23","","Mnfr computers,testing equip","China","CHINA HEWLETT-PACKARD CO LTD/ASIAN COMMERCE ON-LINE-STRATEGIC ALLIANCE","7375","China","Completed/Signed","Strategic Alliance",NA,1067820045,"China","Asia"
"Asian Commerce On-Line","7375","2000-11-23","","Pvd e-commerce svcs","China","CHINA HEWLETT-PACKARD CO LTD/ASIAN COMMERCE ON-LINE-STRATEGIC ALLIANCE","7375","China","Completed/Signed","Strategic Alliance",NA,1067820045,"China","Asia"
"Chinese Domain Name Corp Ltd","7375","2000-12-05","","Pvd domain registration svcs","Hong Kong","CHINESE DOMAIN NAME/ACER COMPUTER(FAR EAST)-STRATEGIC ALLIANCE","5045","Hong Kong","Completed/Signed","Strategic Alliance",NA,1071882045,"Hong Kong","Asia"
"Acer Computer(Far East)Ltd","3571","2000-12-05","","Mnfr personal computers","Hong Kong","CHINESE DOMAIN NAME/ACER COMPUTER(FAR EAST)-STRATEGIC ALLIANCE","5045","Hong Kong","Completed/Signed","Strategic Alliance",NA,1071882045,"Hong Kong","Asia"
"AsiaOne(SG Press Hldgs)","3571","2000-12-12","","Multi-media company","Singapore","SPH ASIAONE LTD/AUTOSPEED-STRATEGIC ALLIANCE","7375","Singapore","Completed/Signed","Strategic Alliance",NA,1073788045,"Singapore","Asia"
"AutoSpeed","7375","2000-12-12","","Pvd on-line magazine svcs","Australia","SPH ASIAONE LTD/AUTOSPEED-STRATEGIC ALLIANCE","7375","Singapore","Completed/Signed","Strategic Alliance",NA,1073788045,"Australia","Oceania"
"China Hewlett-Packard Co Ltd","3571","2001-01-12","","Mnfr computers,testing equip","China","CHINA HEWLETT-PACKARD CO LTD/ASPIRE HOLDINGS LTD-STRATEGIC ALLIANCE","4812","China","Completed/Signed","Strategic Alliance",NA,1082306045,"China","Asia"
"Aspire Holdings Ltd","7373","2001-01-12","","Pvd systems integration svcs","Hong Kong","CHINA HEWLETT-PACKARD CO LTD/ASPIRE HOLDINGS LTD-STRATEGIC ALLIANCE","4812","China","Completed/Signed","Strategic Alliance",NA,1082306045,"Hong Kong","Asia"
"Sun Microsystems (Thailand)","3571","2001-02-07","","Mnfr computer workstation","Thailand","SUN MICROSYSTEMS (THAILAND)/ETHNIC EARTH-STRATEGIC ALLIANCE","7375","Thailand","Completed/Signed","Strategic Alliance",NA,1090607045,"Thailand","Asia"
"Ethnic Earth.com Holding Co","7372","2001-02-07","","Dvlp Internet software","Thailand","SUN MICROSYSTEMS (THAILAND)/ETHNIC EARTH-STRATEGIC ALLIANCE","7375","Thailand","Completed/Signed","Strategic Alliance",NA,1090607045,"Thailand","Asia"
"Oki Electric Industry Co Ltd","3571","2001-04-06","","Mnf,whl info,telecommun sys","Japan","OKI ELECTRIC INDUSTRY CO LTD/TAKENAKA CORP-STRATEGIC ALLIANCE","3829","Japan","Completed/Signed","Strategic Alliance",NA,1172454045,"Japan","Asia"
"Takenaka Corp","1522","2001-04-06","","Constr co","Japan","OKI ELECTRIC INDUSTRY CO LTD/TAKENAKA CORP-STRATEGIC ALLIANCE","3829","Japan","Completed/Signed","Strategic Alliance",NA,1172454045,"Japan","Asia"
"SeeBeyond Technology Corp","7373","2001-04-30","","Pvd e-bus integration svcs","United States","SEEBEYOND TECHNOLOGY CORP/HEWLETT-PACKARD JAPAN LTD-STRATEGIC ALLIANCE","7372","Supranational","Completed/Signed","Strategic Alliance",NA,1179801045,"United States","Americas"
"Hewlett-Packard Japan Ltd","3571","2001-04-30","","Electronic Computer Manufacturing","Japan","SEEBEYOND TECHNOLOGY CORP/HEWLETT-PACKARD JAPAN LTD-STRATEGIC ALLIANCE","7372","Supranational","Completed/Signed","Strategic Alliance",NA,1179801045,"Japan","Asia"
"Hewlett-Packard Japan Ltd","3571","2001-05-04","","Electronic Computer Manufacturing","Japan","HEWLETT-PACKARD JAPAN LTD/J-PHONE COMMUNICATIONS CO LTD/JCB CO~LTD-STRATEGIC ALLIANCE","7375","Japan","Completed/Signed","Strategic Alliance",NA,1180872045,"Japan","Asia"
"J-Phone Communications","4813","2001-05-04","","Pvd telecommunications svcs","Japan","HEWLETT-PACKARD JAPAN LTD/J-PHONE COMMUNICATIONS CO LTD/JCB CO~LTD-STRATEGIC ALLIANCE","7375","Japan","Completed/Signed","Strategic Alliance",NA,1180872045,"Japan","Asia"
"JCB Co Ltd","6141","2001-05-04","","Pvd credit card svcs","Japan","HEWLETT-PACKARD JAPAN LTD/J-PHONE COMMUNICATIONS CO LTD/JCB CO~LTD-STRATEGIC ALLIANCE","7375","Japan","Completed/Signed","Strategic Alliance",NA,1180872045,"Japan","Asia"
"Starcom Solusindo PT","3571","2001-05-30","","Multi-media company","Indonesia","STARCOM SOLUSINDO PT/TEXASCOM HITEK SYSTEM PT-STRATEGIC ALLIANCE","7373","Indonesia","Completed/Signed","Strategic Alliance",NA,1189349045,"Indonesia","Asia"
"Texascom Hitek System PT","5045","2001-05-30","","Whl data,telecom solution","Indonesia","STARCOM SOLUSINDO PT/TEXASCOM HITEK SYSTEM PT-STRATEGIC ALLIANCE","7373","Indonesia","Completed/Signed","Strategic Alliance",NA,1189349045,"Indonesia","Asia"
"BioProspect Ltd","2836","2001-06-20","","Biotechnology company","Australia","BIOPROSPECT LTD/CEYCOM TELEMEDICINE-STRATEGIC ALLIANCE","8221","Sri Lanka","Completed/Signed","Strategic Alliance",NA,1195610045,"Australia","Oceania"
"Ceycom Telemedicine Ltd","3571","2001-06-20","","Pvd educ multi-media svcs","Sri Lanka","BIOPROSPECT LTD/CEYCOM TELEMEDICINE-STRATEGIC ALLIANCE","8221","Sri Lanka","Completed/Signed","Strategic Alliance",NA,1195610045,"Sri Lanka","Asia"
"Ashok Leyland Ltd","3711","2001-06-27","","Mnfr motor vehicles,parts","India","ASHOK LEYLAND/COMPAQ COMPUTER (INDIA) PVT-STRATEGIC ALLIANCE","1731","India","Completed/Signed","Strategic Alliance",NA,1197406045,"India","Asia"
"Compaq Computer (India) Pvt","3571","2001-06-27","","Mnfg computers and","India","ASHOK LEYLAND/COMPAQ COMPUTER (INDIA) PVT-STRATEGIC ALLIANCE","1731","India","Completed/Signed","Strategic Alliance",NA,1197406045,"India","Asia"
"Legend Holdings Ltd","3571","2001-07-10","","Mnfr,whl computer prod","Hong Kong","LEGEND GROUP HOLDINGS CO/HANNSTAR DISPLAY CORP./CHUNG HWA PICTURE TUBES~LTD/4 OTHS-SA","5199","China","Completed/Signed","Strategic Alliance",NA,1200596045,"Hong Kong","Asia"
"HannStar Display Corp","3679","2001-07-10","","Mnfr liquid crystal displays","Taiwan","LEGEND GROUP HOLDINGS CO/HANNSTAR DISPLAY CORP./CHUNG HWA PICTURE TUBES~LTD/4 OTHS-SA","5199","China","Completed/Signed","Strategic Alliance",NA,1200596045,"Taiwan","Asia"
"Chunghwa Picture Tubes Ltd","3679","2001-07-10","","Manufacture semiconductors","Taiwan","LEGEND GROUP HOLDINGS CO/HANNSTAR DISPLAY CORP./CHUNG HWA PICTURE TUBES~LTD/4 OTHS-SA","5199","China","Completed/Signed","Strategic Alliance",NA,1200596045,"Taiwan","Asia"
"LG Philips LCD","3679","2001-07-10","","Mnfr LCD","South Korea","LEGEND GROUP HOLDINGS CO/HANNSTAR DISPLAY CORP./CHUNG HWA PICTURE TUBES~LTD/4 OTHS-SA","5199","China","Completed/Signed","Strategic Alliance",NA,1200596045,"South Korea","Asia"
"AOC LLC","2821","2001-07-10","","Mnfr resins and plastics","United States","LEGEND GROUP HOLDINGS CO/HANNSTAR DISPLAY CORP./CHUNG HWA PICTURE TUBES~LTD/4 OTHS-SA","5199","China","Completed/Signed","Strategic Alliance",NA,1200596045,"United States","Americas"
"Proview International Holdings","3577","2001-07-10","","Mnfr,whl computer monitors","Hong Kong","LEGEND GROUP HOLDINGS CO/HANNSTAR DISPLAY CORP./CHUNG HWA PICTURE TUBES~LTD/4 OTHS-SA","5199","China","Completed/Signed","Strategic Alliance",NA,1200596045,"Hong Kong","Asia"
"Koninklijke Philips Elect","3651","2001-07-10","","Manufacture, wholesale electronic products","Netherlands","LEGEND GROUP HOLDINGS CO/HANNSTAR DISPLAY CORP./CHUNG HWA PICTURE TUBES~LTD/4 OTHS-SA","5199","China","Completed/Signed","Strategic Alliance",NA,1200596045,"Netherlands","Europe"
"Australian Defense Force","9711","2001-07-16","","National defense agency","Australia","AUSTRALIAN DEFENSE FORCE/ACER INC-STRATEGIC ALLIANCE","5045","Australia","Completed/Signed","Strategic Alliance",NA,1202090045,"Australia","Oceania"
"Acer Inc","3571","2001-07-16","","Mnfr,whl computer prod","Taiwan","AUSTRALIAN DEFENSE FORCE/ACER INC-STRATEGIC ALLIANCE","5045","Australia","Completed/Signed","Strategic Alliance",NA,1202090045,"Taiwan","Asia"
"Legend Holdings Ltd","7372","2001-08-09","","Pvd info tech svcs","China","LEGEND HOLDINGS/SIEMENS AG-STRATEGIC ALLIANCE","4812","China","Completed/Signed","Strategic Alliance",NA,1209508045,"China","Asia"
"Siemens AG","3663","2001-08-09","","Manufactures and wholesales telecommunications equipment","Germany","LEGEND HOLDINGS/SIEMENS AG-STRATEGIC ALLIANCE","4812","China","Completed/Signed","Strategic Alliance",NA,1209508045,"Germany","Europe"
"Siemens AG","3663","2001-09-17","","Manufactures and wholesales telecommunications equipment","Germany","SIEMENS AG/LEGEND COMPUTER GROUP-STRATEGIC ALLIANCE","4813","China","Completed/Signed","Strategic Alliance",NA,1221387045,"Germany","Europe"
"Legend Computer Group","3571","2001-09-17","","Mnfr,whl  computers","China","SIEMENS AG/LEGEND COMPUTER GROUP-STRATEGIC ALLIANCE","4813","China","Completed/Signed","Strategic Alliance",NA,1221387045,"China","Asia"
"Dingtian Science & Tech Inc","3571","2001-10-30","","Multi-media company","China","DINGTIAN TECHNOLOGIES /PACKETVIDEO CORP - STRATEGIC ALLIANCE","3663","China","Completed/Signed","Strategic Alliance",NA,1235443045,"China","Asia"
"PacketVideo Corp","7373","2001-10-30","","Dvlp video,audio software","United States","DINGTIAN TECHNOLOGIES /PACKETVIDEO CORP - STRATEGIC ALLIANCE","3663","China","Completed/Signed","Strategic Alliance",NA,1235443045,"United States","Americas"
"IBM Corp","3571","2001-11-06","","Manufacture computer products","United States","INTL BUSINESS MACHINES CORP/LEGEND HOLDINGS LTD-STRATEGIC ALLIANCE","7373","China","Completed/Signed","Strategic Alliance",NA,1235617045,"United States","Americas"
"Legend Group Ltd","3571","2001-11-06","","Mnfr,whl computer prod","Hong Kong","INTL BUSINESS MACHINES CORP/LEGEND HOLDINGS LTD-STRATEGIC ALLIANCE","7373","China","Completed/Signed","Strategic Alliance",NA,1235617045,"Hong Kong","Asia"
"Oki Electric Industry Co Ltd","3571","2001-11-29","","Mnf,whl info,telecommun sys","Japan","OKI ELECTRIC INDUSTRY CO LTD/VIGNETTE CORP-STRATEGIC ALLIANCE","7375","Japan","Completed/Signed","Strategic Alliance",NA,1246931045,"Japan","Asia"
"Vignette Corp","7372","2001-11-29","","Dvlp Internet mgmt software","United States","OKI ELECTRIC INDUSTRY CO LTD/VIGNETTE CORP-STRATEGIC ALLIANCE","7375","Japan","Completed/Signed","Strategic Alliance",NA,1246931045,"United States","Americas"
"Diamond Entertainment Corp","7819","2001-12-06","","Pvd film processing svcs","United States","DIAMOND ENTERTAINMENT CORP/WISEVALE TECH CO LTD-STRATEGIC ALLIANCE","6794","United States","Completed/Signed","Strategic Alliance",NA,1248244045,"United States","Americas"
"Wisevale Technology Co Ltd","3571","2001-12-06","","Mnfr personal computers","Taiwan","DIAMOND ENTERTAINMENT CORP/WISEVALE TECH CO LTD-STRATEGIC ALLIANCE","6794","United States","Completed/Signed","Strategic Alliance",NA,1248244045,"Taiwan","Asia"
"IBM Asia/Pacific(IBM Corp)","3571","2001-12-14","","Mnfr computers, peripherals","Hong Kong","IBM ASIA/PACIFIC/I-SECURITY SOLUTIONS-STRATEGIC ALLIANCE","7372","Hong Kong","Completed/Signed","Strategic Alliance",NA,1301485045,"Hong Kong","Asia"
"i-Security Solutions","7372","2001-12-14","","Dvlp software","Hong Kong","IBM ASIA/PACIFIC/I-SECURITY SOLUTIONS-STRATEGIC ALLIANCE","7372","Hong Kong","Completed/Signed","Strategic Alliance",NA,1301485045,"Hong Kong","Asia"
"Elitegroup Computer Systems","3571","2002-01-09","","Mnfr computer mainboards","Taiwan","ELITE GROUP COMPUTER SYSTEMS CO LTD/TREND MICRO INC-STRATEGIC ALLIANCE","6794","Supranational","Completed/Signed","Strategic Alliance",NA,1260381045,"Taiwan","Asia"
"Trend Micro Inc","7372","2002-01-09","","Dvlp Internet software","Japan","ELITE GROUP COMPUTER SYSTEMS CO LTD/TREND MICRO INC-STRATEGIC ALLIANCE","6794","Supranational","Completed/Signed","Strategic Alliance",NA,1260381045,"Japan","Asia"
"Quanta Computer Inc","3571","2002-01-24","","Mnfr electn computers","Taiwan","QUANTA COMPUTER INC/TAIWAN CELLULAR CORP-STRATEGIC ALLIANCE","4813","Taiwan","Completed/Signed","Strategic Alliance",NA,1265227045,"Taiwan","Asia"
"RPM Radar","7331","2002-01-24","","Pvd advg,mktg svcs","Turkey","QUANTA COMPUTER INC/TAIWAN CELLULAR CORP-STRATEGIC ALLIANCE","4813","Taiwan","Completed/Signed","Strategic Alliance",NA,1265227045,"Turkey","Asia"
"Taiwan Cellular Corp","4812","2002-01-24","","Pvd wireless telecom svcs","Taiwan","QUANTA COMPUTER INC/TAIWAN CELLULAR CORP-STRATEGIC ALLIANCE","4813","Taiwan","Completed/Signed","Strategic Alliance",NA,1265227045,"Taiwan","Asia"
"Brocade Commun Sys Inc","7372","2002-02-20","","Develop data commune software","United States","BROCADE COMMUNICATIONS SYSTEMS INC/HEWLETT-PACKARD-STRATEGIC ALLIANCE","7372","Hong Kong","Completed/Signed","Strategic Alliance",NA,1271893045,"United States","Americas"
"Hewlett-Packard-Hong Kong","3571","2002-02-20","","Mnfr computer,testing equip","Hong Kong","BROCADE COMMUNICATIONS SYSTEMS INC/HEWLETT-PACKARD-STRATEGIC ALLIANCE","7372","Hong Kong","Completed/Signed","Strategic Alliance",NA,1271893045,"Hong Kong","Asia"
